base64,description,x,y
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADFJREFUCNdjYACD0FAGBsZQBgcg4QAkQgRAhCiQYAGxGEFiDAyYhAOjA0Qvg2gIxCAAKJQG1rMC/lkAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a wooden chest"",
    ""a treasure box"",
    ""a small altar"",
    ""a closed book"",
    ""a storage container UI icon""
  ]
}",29,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADJJREFUCNdjYACD0FAGBkaGUAcGRkYQwSIKJEJABIsASMwBSDAwYBIOjA4QvQyiIRCDAAemBkwMkETJAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a closed book"",
    ""a treasure chest"",
    ""a stone tablet"",
    ""a magical scroll"",
    ""a UI inventory slot""
  ]
}",30,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADJJREFUCNdjYICAEBYGBkbGAAhHNDQ0hEGA0YGFQcDRkYVBMNDFBcISYGBggciCCSwAAA0jBmNipn4pAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a magical altar"",
    ""a spellbook with runes"",
    ""a crafting station"",
    ""a treasure chest"",
    ""a UI element for abilities""
  ]
}",31,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADZJREFUCNdjYIADVtfAAAbW0FAgESgYwMAYGurAwOoQAuS6gMRCQSxBIIvRVdABwoIoBmmDAwCd2gpZsoLzSwAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a castle gate"",
    ""a fortified wall section"",
    ""a dungeon entrance"",
    ""a building foundation"",
    ""a treasure chest""
  ]
}",32,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAD1JREFUCNdjYAABwdDQAAaB0NAQBhYw4cggwsAAYjE6MAowMIJkgXQAA2toqAOEYAFpYxQFKRGFaAsAmwQAsqQKf0kaB+0AAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a stack of books"",
    ""a treasure chest"",
    ""a wooden crate"",
    ""a spell tome"",
    ""a building foundation""
  ]
}",33,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPL95WP///yV5He4AAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADxJREFUCNdjYAABwdDQAAaB0NAQBpYAFxEIwQDiMro4CkAJkBJWFhcHBtbQUAcGFpA2RlGQEhDBApIFAQC2qAqT7Z25qwAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a small stone building"",
    ""a fortified watchtower"",
    ""a blacksmith's workshop"",
    ""a treasure chest"",
    ""a building UI icon""
  ]
}",34,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADRJREFUCNdjYIADxtBQBwbW0NAABlZHRyDBwAAjHBiBRAArkAgRDYAoASsGCoL0OSDMYAAATOkH6jYq25cAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a heart-shaped gem"",
    ""a health potion icon"",
    ""a magical rune"",
    ""a stylized flower bud"",
    ""a dark cave opening""
  ]
}",35,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAC9JREFUCNdjYIADxtBQBwbW0NAABlYHRiDBwAAjWARgrABWKAFWDGSC9DkgzGAAAB64Br5vFfhpAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a skull with a halo"",
    ""a cursed altar"",
    ""a ghostly face"",
    ""a poison cloud icon"",
    ""a tombstone""
  ]
}",36,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADFJREFUCNdjYIADxtBQBwbW0NAABlZHRyDhwAgkAlhhBJgLlgApASsGyoD0OSDMYAAAbbkImXn3eckAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a magical rune"",
    ""a stylized skull"",
    ""a potion ingredient"",
    ""a cursed symbol"",
    ""a UI element for debuff""
  ]
}",37,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADBJREFUCNdjYIADxtBQBwbWANYABlYHRiDBwAAkWARQWI6OARAlYMVAJkifA8IMBgAS+gaqmHtiygAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a hooded figure"",
    ""a dark spirit"",
    ""a mysterious mask"",
    ""a cursed amulet"",
    ""a shadowy face icon""
  ]
}",38,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAB9JREFUCNdjYAAB1tDQAAYRBiASDA11IY0AawMbAAIA5yEMRX+COFAAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a blank sign"",
    ""a stone tablet"",
    ""a window frame"",
    ""a magical portal"",
    ""a UI panel""
  ]
}",39,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADVJREFUCNdjYAAB1tDQAAYRBiASDA11YRB0DQQSjA5AwoERSASwwggwFywBVgJSDNYGNgAEAITwCc+IIcSkAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a magical rune"",
    ""a stone floor tile"",
    ""a closed gate"",
    ""a dark altar"",
    ""a shield icon""
  ]
}",40,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADBJREFUCNdjYAAB1tDQAAYRBiASDA11gRIBrEDCgRFIuAjCWCGiMAKuDqwNbAAIAACWOgpHiVxopgAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a stone gargoyle face"",
    ""a decorative window"",
    ""a small shrine"",
    ""a magical rune"",
    ""a building's corner""
  ]
}",41,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAACVJREFUCNdjYAAB1tDQAAYRBiASDA11wSBCRGEEFlmwNrABIAAA0xALw++ij70AAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a stone floor tile"",
    ""a magic rune"",
    ""a small altar"",
    ""a closed chest"",
    ""a UI inventory slot""
  ]
}",42,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAClJREFUCNdjYAAB1tDQAAYRBiASDA11YRBkhROh2IgAOAHkgrWBDQABAMN8C5voCW9nAAAAJXRFWHRkYXRlOmNyZWF0ZQAyMDI1LTA2LTI5VDAwOjQyOjAzKzAwOjAwVkq9GgAAACV0RVh0ZGF0ZTptb2RpZnkAMjAyMS0xMS0wOVQyMzowNDo1MiswMDowMI8nGBoAAAAodEVYdGRhdGU6dGltZXN0YW1wADIwMjUtMDYtMjlUMTI6Mjg6MTArMDA6MDCPhDDNAAAAAElFTkSuQmCC","{
  ""interpretations"": [
    ""a stone tile with markings"",
    ""a simple floor panel"",
    ""a closed chest"",
    ""a magic rune"",
    ""a UI element for inventory""
  ]
}",43,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAC5JREFUCNdjYAAB1tDQAAYRBiASDA11YRBkhRNgbogojABzQwPgBJAL1gY2AAQAr2sLGXn5B+wAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a stone tile with runes"",
    ""a decorative floor pattern"",
    ""a magical symbol"",
    ""a small altar"",
    ""a UI element for a spell""
  ]
}",44,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAAChJREFUCNdjYAAB1tDQAAYRBiASDA11YRBkDYARYC4agSoL1gY2AAQAsWsK8TvZKGMAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a stone floor tile"",
    ""a small window"",
    ""a magical rune"",
    ""a treasure chest"",
    ""a crafting table""
  ]
}",45,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAACpJREFUCNdjYAAB1tDQAAYRBiASDA11YRBkDYARYG6IKIzAIgvWBjYABACdWgpv3/mnTgAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a stone floor tile"",
    ""a small shrine"",
    ""a decorative window"",
    ""a magic rune"",
    ""a treasure chest""
  ]
}",46,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAACVJREFUCNdjYAAB1tDQAAYRBiASDA11YRBkDYARhLlgbWADQAAAlpAKRxy564oAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a window with curtains"",
    ""a bookshelf section"",
    ""a tiled floor section"",
    ""a decorative wall panel"",
    ""a crafting table UI icon""
  ]
}",47,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURc/GuEctPP///9oB2kQAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAACJJREFUCNdjYAwNdWBgZGAAEiBWKAMQuYSGChJDgBWjGgAAG6sNe0dCBowAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a dark portal"",
    ""a magic rune"",
    ""a treasure chest"",
    ""a window looking into darkness"",
    ""a decorative floor tile""
  ]
}",48,15
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADNJREFUCNdjYAAB1tDQEAYREEsQRAg4gAgBEMECIhhBBIMDiBAAESwggjEERDDACRawSQCP1ALePD8hnQAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a corner of a stone wall"",
    ""a winding path segment"",
    ""a stylized lightning bolt"",
    ""a broken pipe section"",
    ""a power conduit""
  ]
}",0,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAABZJREFUCNdjYAAB0dDQEAaSAJoOOBcAbVADOghO68gAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a dark wooden door"",
    ""a section of wall with trim"",
    ""a magical barrier"",
    ""a loading screen divider"",
    ""a simple gate""
  ]
}",1,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADZJREFUCNdjYAAB0dDQABAtAiJcgJgRxGIBsQRBLBcgixHEYgGxBIEsURcQKxAkBmIJgFlAAADXTwYD1K2rCAAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a corner of a stone floor"",
    ""a descending staircase"",
    ""a rough-hewn doorway"",
    ""a section of castle wall"",
    ""a dirt ramp""
  ]
}",2,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADFJREFUCNdjYAAB0dDQEAYBEAtCgLlgwhVEBIIIFzBLFMRyBbEEQSwXMEsExHIBmwQAqJELIA7GfFgAAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a corner of a room"",
    ""a stone floor tile"",
    ""a treasure chest lid"",
    ""a partially revealed map"",
    ""a UI element for building""
  ]
}",3,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADBJREFUCNdjYAAB0dDQEBDNAiGAXDgRCCIcQQQjkAgBEQEgwgFEMAAJERAhACJAAAAa/QX5sxrKSwAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAyNS0wNi0yOVQwMDo0MjowMyswMDowMFZKvRoAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMjEtMTEtMDlUMjM6MDQ6NTIrMDA6MDCPJxgaAAAAKHRFWHRkYXRlOnRpbWVzdGFtcAAyMDI1LTA2LTI5VDEyOjI4OjEwKzAwOjAwj4QwzQAAAABJRU5ErkJggg==","{
  ""interpretations"": [
    ""a castle doorway"",
    ""a stone archway"",
    ""a dungeon entrance"",
    ""a building corner"",
    ""a UI panel border""
  ]
}",4,16
"data:image/png,base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAAIGNIUk0AAHomAACAhAAA+gAAAIDoAAB1MAAA6mAAADqYAAAXcJy6UTwAAAAJUExURUctPM/GuP///2qzztIAAAABYktHRAJmC3xkAAAAB3RJTUUH6QYdDBwLqBPnuQAAADRJREFUCNdjYAAB0dDQEAYEAHNFQ0SBhAMjkGBgCGEQYQAiMCHAwMCCRAgKCgJZLi4uYK0A/7oFq9IguS4AAAAldEVYdGRhdGU6Y3JlYXRlADIwMjUtMDYtMjlUMDA6NDI6MDMrMDA6MDBWSr0aAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDIxLTExLTA5VDIzOjA0OjUyKzAwOjAwjycYGgAAACh0RVh0ZGF0ZTp0aW1lc3RhbXAAMjAyNS0wNi0yOVQxMjoyODoxMCswMDowMI+EMM0AAAAASUVORK5CYII=","{
  ""interpretations"": [
    ""a castle gate"",
    ""a dungeon entrance"",
    ""a building facade"",
    ""a treasure chest"",
    ""a fortified doorway""
  ]
}",5,16
